"TIME","NA_ITEM","GEO","UNIT","Value"
"1991","Final consumption expenditure of general government","Montenegro","Chain linked volumes (2010), million euro",":"
"1991","Final consumption expenditure of general government","Former Yugoslav Republic of Macedonia, the","Chain linked volumes (2010), million euro",":"
"1991","Final consumption expenditure of general government","Malta","Chain linked volumes (2010), million euro",":"
"1991","Final consumption expenditure of general government","Netherlands","Chain linked volumes (2010), million euro",":"
"1991","Final consumption expenditure of general government","Norway","Chain linked volumes (2010), million euro","42 078.6"
"1991","Final consumption expenditure of general government","Poland","Chain linked volumes (2010), million euro",":"
"1991","Final consumption expenditure of general government","Portugal","Chain linked volumes (2010), million euro",":"
"1991","Final consumption expenditure of general government","Romania","Chain linked volumes (2010), million euro",":"
"1991","Final consumption expenditure of general government","Serbia","Chain linked volumes (2010), million euro",":"
"1991","Final consumption expenditure of general government","Sweden","Chain linked volumes (2010), million euro",":"
"1991","Final consumption expenditure of general government","Slovenia","Chain linked volumes (2010), million euro",":"
"1991","Final consumption expenditure of general government","Slovakia","Chain linked volumes (2010), million euro",":"
"1991","Final consumption expenditure of general government","Turkey","Chain linked volumes (2010), million euro",":"
"1991","Final consumption expenditure of general government","United Kingdom","Chain linked volumes (2010), million euro",":"
"1991","Final consumption expenditure of general government","Kosovo (under United Nations Security Council Resolution 1244/99)","Chain linked volumes (2010), million euro",":"
"1991","Gross capital formation","Albania","Chain linked volumes (2010), million euro",":"
"1991","Gross capital formation","Austria","Chain linked volumes (2010), million euro",":"
"1991","Gross capital formation","Bosnia and Herzegovina","Chain linked volumes (2010), million euro",":"
"1991","Gross capital formation","Belgium","Chain linked volumes (2010), million euro",":"
"1991","Gross capital formation","Bulgaria","Chain linked volumes (2010), million euro",":"
"1991","Gross capital formation","Switzerland","Chain linked volumes (2010), million euro","82 944.3"
"1991","Gross capital formation","Cyprus","Chain linked volumes (2010), million euro",":"
"1991","Gross capital formation","Czech Republic","Chain linked volumes (2010), million euro",":"
"1991","Gross capital formation","Germany (until 1990 former territory of the FRG)","Chain linked volumes (2010), million euro","496 169.4"
"1991","Gross capital formation","Denmark","Chain linked volumes (2010), million euro","29 363.7"
"1991","Gross capital formation","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Chain linked volumes (2010), million euro",":"
"1991","Gross capital formation","Euro area (12 countries)","Chain linked volumes (2010), million euro",":"
"1991","Gross capital formation","Euro area (18 countries)","Chain linked volumes (2010), million euro",":"
"1991","Gross capital formation","Euro area (19 countries)","Chain linked volumes (2010), million euro",":"
"1991","Gross capital formation","Estonia","Chain linked volumes (2010), million euro",":"
"1991","Gross capital formation","Greece","Chain linked volumes (2010), million euro",":"
"1991","Gross capital formation","Spain","Chain linked volumes (2010), million euro",":"
"1991","Gross capital formation","European Union (15 countries)","Chain linked volumes (2010), million euro",":"
"1991","Gross capital formation","European Union (28 countries)","Chain linked volumes (2010), million euro",":"
"1991","Gross capital formation","Finland","Chain linked volumes (2010), million euro","26 219.0"
"1991","Gross capital formation","France","Chain linked volumes (2010), million euro","329 854.0"
"1991","Gross capital formation","Croatia","Chain linked volumes (2010), million euro",":"
"1991","Gross capital formation","Hungary","Chain linked volumes (2010), million euro",":"
"1991","Gross capital formation","Ireland","Chain linked volumes (2010), million euro",":"
"1991","Gross capital formation","Iceland","Chain linked volumes (2010), million euro",":"
"1991","Gross capital formation","Italy","Chain linked volumes (2010), million euro",":"
"1991","Gross capital formation","Liechtenstein","Chain linked volumes (2010), million euro",":"
"1991","Gross capital formation","Lithuania","Chain linked volumes (2010), million euro",":"
"1991","Gross capital formation","Luxembourg","Chain linked volumes (2010), million euro",":"
"1991","Gross capital formation","Latvia","Chain linked volumes (2010), million euro",":"
"1991","Gross capital formation","Montenegro","Chain linked volumes (2010), million euro",":"
"1991","Gross capital formation","Former Yugoslav Republic of Macedonia, the","Chain linked volumes (2010), million euro",":"
"1991","Gross capital formation","Malta","Chain linked volumes (2010), million euro",":"
"1991","Gross capital formation","Netherlands","Chain linked volumes (2010), million euro",":"
"1991","Gross capital formation","Norway","Chain linked volumes (2010), million euro","39 849.9"
"1991","Gross capital formation","Poland","Chain linked volumes (2010), million euro",":"
"1991","Gross capital formation","Portugal","Chain linked volumes (2010), million euro",":"
"1991","Gross capital formation","Romania","Chain linked volumes (2010), million euro",":"
"1991","Gross capital formation","Serbia","Chain linked volumes (2010), million euro",":"
"1991","Gross capital formation","Sweden","Chain linked volumes (2010), million euro",":"
"1991","Gross capital formation","Slovenia","Chain linked volumes (2010), million euro",":"
"1991","Gross capital formation","Slovakia","Chain linked volumes (2010), million euro",":"
"1991","Gross capital formation","Turkey","Chain linked volumes (2010), million euro",":"
"1991","Gross capital formation","United Kingdom","Chain linked volumes (2010), million euro",":"
"1991","Gross capital formation","Kosovo (under United Nations Security Council Resolution 1244/99)","Chain linked volumes (2010), million euro",":"
"1991","Exports of goods and services","Albania","Chain linked volumes (2010), million euro",":"
"1991","Exports of goods and services","Austria","Chain linked volumes (2010), million euro",":"
"1991","Exports of goods and services","Bosnia and Herzegovina","Chain linked volumes (2010), million euro",":"
"1991","Exports of goods and services","Belgium","Chain linked volumes (2010), million euro",":"
"1991","Exports of goods and services","Bulgaria","Chain linked volumes (2010), million euro",":"
"1991","Exports of goods and services","Switzerland","Chain linked volumes (2010), million euro","131 908.3"
"1991","Exports of goods and services","Cyprus","Chain linked volumes (2010), million euro",":"
"1991","Exports of goods and services","Czech Republic","Chain linked volumes (2010), million euro",":"
"1991","Exports of goods and services","Germany (until 1990 former territory of the FRG)","Chain linked volumes (2010), million euro","402 023.4"
"1991","Exports of goods and services","Denmark","Chain linked volumes (2010), million euro","58 156.6"
"1991","Exports of goods and services","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Chain linked volumes (2010), million euro",":"
"1991","Exports of goods and services","Euro area (12 countries)","Chain linked volumes (2010), million euro",":"
"1991","Exports of goods and services","Euro area (18 countries)","Chain linked volumes (2010), million euro",":"
"1991","Exports of goods and services","Euro area (19 countries)","Chain linked volumes (2010), million euro",":"
"1991","Exports of goods and services","Estonia","Chain linked volumes (2010), million euro",":"
"1991","Exports of goods and services","Greece","Chain linked volumes (2010), million euro",":"
"1991","Exports of goods and services","Spain","Chain linked volumes (2010), million euro",":"
"1991","Exports of goods and services","European Union (15 countries)","Chain linked volumes (2010), million euro",":"
"1991","Exports of goods and services","European Union (28 countries)","Chain linked volumes (2010), million euro",":"
"1991","Exports of goods and services","Finland","Chain linked volumes (2010), million euro","20 526.0"
"1991","Exports of goods and services","France","Chain linked volumes (2010), million euro","231 787.0"
"1991","Exports of goods and services","Croatia","Chain linked volumes (2010), million euro",":"
"1991","Exports of goods and services","Hungary","Chain linked volumes (2010), million euro",":"
"1991","Exports of goods and services","Ireland","Chain linked volumes (2010), million euro",":"
"1991","Exports of goods and services","Iceland","Chain linked volumes (2010), million euro",":"
"1991","Exports of goods and services","Italy","Chain linked volumes (2010), million euro",":"
"1991","Exports of goods and services","Liechtenstein","Chain linked volumes (2010), million euro",":"
"1991","Exports of goods and services","Lithuania","Chain linked volumes (2010), million euro",":"
"1991","Exports of goods and services","Luxembourg","Chain linked volumes (2010), million euro",":"
"1991","Exports of goods and services","Latvia","Chain linked volumes (2010), million euro",":"
"1991","Exports of goods and services","Montenegro","Chain linked volumes (2010), million euro",":"
"1991","Exports of goods and services","Former Yugoslav Republic of Macedonia, the","Chain linked volumes (2010), million euro",":"
"1991","Exports of goods and services","Malta","Chain linked volumes (2010), million euro",":"
"1991","Exports of goods and services","Netherlands","Chain linked volumes (2010), million euro",":"
"1991","Exports of goods and services","Norway","Chain linked volumes (2010), million euro","80 630.1"
"1991","Exports of goods and services","Poland","Chain linked volumes (2010), million euro",":"
"1991","Exports of goods and services","Portugal","Chain linked volumes (2010), million euro",":"
"1991","Exports of goods and services","Romania","Chain linked volumes (2010), million euro",":"
"1991","Exports of goods and services","Serbia","Chain linked volumes (2010), million euro",":"
"1991","Exports of goods and services","Sweden","Chain linked volumes (2010), million euro",":"
"1991","Exports of goods and services","Slovenia","Chain linked volumes (2010), million euro",":"
"1991","Exports of goods and services","Slovakia","Chain linked volumes (2010), million euro",":"
"1991","Exports of goods and services","Turkey","Chain linked volumes (2010), million euro",":"
"1991","Exports of goods and services","United Kingdom","Chain linked volumes (2010), million euro",":"
"1991","Exports of goods and services","Kosovo (under United Nations Security Council Resolution 1244/99)","Chain linked volumes (2010), million euro",":"
"1991","Imports of goods and services","Albania","Chain linked volumes (2010), million euro",":"
"1991","Imports of goods and services","Austria","Chain linked volumes (2010), million euro",":"
"1991","Imports of goods and services","Bosnia and Herzegovina","Chain linked volumes (2010), million euro",":"
"1991","Imports of goods and services","Belgium","Chain linked volumes (2010), million euro",":"
"1991","Imports of goods and services","Bulgaria","Chain linked volumes (2010), million euro",":"
"1991","Imports of goods and services","Switzerland","Chain linked volumes (2010), million euro","118 222.1"
"1991","Imports of goods and services","Cyprus","Chain linked volumes (2010), million euro",":"
"1991","Imports of goods and services","Czech Republic","Chain linked volumes (2010), million euro",":"
"1991","Imports of goods and services","Germany (until 1990 former territory of the FRG)","Chain linked volumes (2010), million euro","391 187.8"
"1991","Imports of goods and services","Denmark","Chain linked volumes (2010), million euro","43 795.3"
"1991","Imports of goods and services","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Chain linked volumes (2010), million euro",":"
"1991","Imports of goods and services","Euro area (12 countries)","Chain linked volumes (2010), million euro",":"
"1991","Imports of goods and services","Euro area (18 countries)","Chain linked volumes (2010), million euro",":"
"1991","Imports of goods and services","Euro area (19 countries)","Chain linked volumes (2010), million euro",":"
"1991","Imports of goods and services","Estonia","Chain linked volumes (2010), million euro",":"
"1991","Imports of goods and services","Greece","Chain linked volumes (2010), million euro",":"
"1991","Imports of goods and services","Spain","Chain linked volumes (2010), million euro",":"
"1991","Imports of goods and services","European Union (15 countries)","Chain linked volumes (2010), million euro",":"
"1991","Imports of goods and services","European Union (28 countries)","Chain linked volumes (2010), million euro",":"
"1991","Imports of goods and services","Finland","Chain linked volumes (2010), million euro","24 873.0"
"1991","Imports of goods and services","France","Chain linked volumes (2010), million euro","239 440.0"
"1991","Imports of goods and services","Croatia","Chain linked volumes (2010), million euro",":"
"1991","Imports of goods and services","Hungary","Chain linked volumes (2010), million euro",":"
"1991","Imports of goods and services","Ireland","Chain linked volumes (2010), million euro",":"
"1991","Imports of goods and services","Iceland","Chain linked volumes (2010), million euro",":"
"1991","Imports of goods and services","Italy","Chain linked volumes (2010), million euro",":"
"1991","Imports of goods and services","Liechtenstein","Chain linked volumes (2010), million euro",":"
"1991","Imports of goods and services","Lithuania","Chain linked volumes (2010), million euro",":"
"1991","Imports of goods and services","Luxembourg","Chain linked volumes (2010), million euro",":"
"1991","Imports of goods and services","Latvia","Chain linked volumes (2010), million euro",":"
"1991","Imports of goods and services","Montenegro","Chain linked volumes (2010), million euro",":"
"1991","Imports of goods and services","Former Yugoslav Republic of Macedonia, the","Chain linked volumes (2010), million euro",":"
"1991","Imports of goods and services","Malta","Chain linked volumes (2010), million euro",":"
"1991","Imports of goods and services","Netherlands","Chain linked volumes (2010), million euro",":"
"1991","Imports of goods and services","Norway","Chain linked volumes (2010), million euro","39 242.8"
"1991","Imports of goods and services","Poland","Chain linked volumes (2010), million euro",":"
"1991","Imports of goods and services","Portugal","Chain linked volumes (2010), million euro",":"
"1991","Imports of goods and services","Romania","Chain linked volumes (2010), million euro",":"
"1991","Imports of goods and services","Serbia","Chain linked volumes (2010), million euro",":"
"1991","Imports of goods and services","Sweden","Chain linked volumes (2010), million euro",":"
"1991","Imports of goods and services","Slovenia","Chain linked volumes (2010), million euro",":"
"1991","Imports of goods and services","Slovakia","Chain linked volumes (2010), million euro",":"
"1991","Imports of goods and services","Turkey","Chain linked volumes (2010), million euro",":"
"1991","Imports of goods and services","United Kingdom","Chain linked volumes (2010), million euro",":"
"1991","Imports of goods and services","Kosovo (under United Nations Security Council Resolution 1244/99)","Chain linked volumes (2010), million euro",":"
"1992","Gross domestic product at market prices","Albania","Chain linked volumes (2010), million euro",":"
"1992","Gross domestic product at market prices","Austria","Chain linked volumes (2010), million euro",":"
"1992","Gross domestic product at market prices","Bosnia and Herzegovina","Chain linked volumes (2010), million euro",":"
"1992","Gross domestic product at market prices","Belgium","Chain linked volumes (2010), million euro",":"
"1992","Gross domestic product at market prices","Bulgaria","Chain linked volumes (2010), million euro",":"
"1992","Gross domestic product at market prices","Switzerland","Chain linked volumes (2010), million euro","323 348.1"
"1992","Gross domestic product at market prices","Cyprus","Chain linked volumes (2010), million euro",":"
"1992","Gross domestic product at market prices","Czech Republic","Chain linked volumes (2010), million euro",":"
"1992","Gross domestic product at market prices","Germany (until 1990 former territory of the FRG)","Chain linked volumes (2010), million euro","2 077 722.3"
"1992","Gross domestic product at market prices","Denmark","Chain linked volumes (2010), million euro","178 877.4"
"1992","Gross domestic product at market prices","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Chain linked volumes (2010), million euro",":"
"1992","Gross domestic product at market prices","Euro area (12 countries)","Chain linked volumes (2010), million euro",":"
"1992","Gross domestic product at market prices","Euro area (18 countries)","Chain linked volumes (2010), million euro",":"
"1992","Gross domestic product at market prices","Euro area (19 countries)","Chain linked volumes (2010), million euro",":"
"1992","Gross domestic product at market prices","Estonia","Chain linked volumes (2010), million euro",":"
"1992","Gross domestic product at market prices","Greece","Chain linked volumes (2010), million euro",":"
"1992","Gross domestic product at market prices","Spain","Chain linked volumes (2010), million euro",":"
"1992","Gross domestic product at market prices","European Union (15 countries)","Chain linked volumes (2010), million euro",":"
"1992","Gross domestic product at market prices","European Union (28 countries)","Chain linked volumes (2010), million euro",":"
"1992","Gross domestic product at market prices","Finland","Chain linked volumes (2010), million euro","114 773.0"
"1992","Gross domestic product at market prices","France","Chain linked volumes (2010), million euro","1 478 325.0"
"1992","Gross domestic product at market prices","Croatia","Chain linked volumes (2010), million euro",":"
"1992","Gross domestic product at market prices","Hungary","Chain linked volumes (2010), million euro",":"
"1992","Gross domestic product at market prices","Ireland","Chain linked volumes (2010), million euro",":"
"1992","Gross domestic product at market prices","Iceland","Chain linked volumes (2010), million euro",":"
"1992","Gross domestic product at market prices","Italy","Chain linked volumes (2010), million euro",":"
"1992","Gross domestic product at market prices","Liechtenstein","Chain linked volumes (2010), million euro",":"
"1992","Gross domestic product at market prices","Lithuania","Chain linked volumes (2010), million euro",":"
"1992","Gross domestic product at market prices","Luxembourg","Chain linked volumes (2010), million euro",":"
"1992","Gross domestic product at market prices","Latvia","Chain linked volumes (2010), million euro",":"
"1992","Gross domestic product at market prices","Montenegro","Chain linked volumes (2010), million euro",":"
"1992","Gross domestic product at market prices","Former Yugoslav Republic of Macedonia, the","Chain linked volumes (2010), million euro",":"
"1992","Gross domestic product at market prices","Malta","Chain linked volumes (2010), million euro",":"
"1992","Gross domestic product at market prices","Netherlands","Chain linked volumes (2010), million euro",":"
"1992","Gross domestic product at market prices","Norway","Chain linked volumes (2010), million euro","206 095.2"
"1992","Gross domestic product at market prices","Poland","Chain linked volumes (2010), million euro",":"
"1992","Gross domestic product at market prices","Portugal","Chain linked volumes (2010), million euro",":"
"1992","Gross domestic product at market prices","Romania","Chain linked volumes (2010), million euro",":"
"1992","Gross domestic product at market prices","Serbia","Chain linked volumes (2010), million euro",":"
"1992","Gross domestic product at market prices","Sweden","Chain linked volumes (2010), million euro",":"
"1992","Gross domestic product at market prices","Slovenia","Chain linked volumes (2010), million euro",":"
"1992","Gross domestic product at market prices","Slovakia","Chain linked volumes (2010), million euro",":"
"1992","Gross domestic product at market prices","Turkey","Chain linked volumes (2010), million euro",":"
"1992","Gross domestic product at market prices","United Kingdom","Chain linked volumes (2010), million euro","1 230 274.9"
"1992","Gross domestic product at market prices","Kosovo (under United Nations Security Council Resolution 1244/99)","Chain linked volumes (2010), million euro",":"
"1992","Final consumption expenditure of households","Albania","Chain linked volumes (2010), million euro",":"
"1992","Final consumption expenditure of households","Austria","Chain linked volumes (2010), million euro",":"
"1992","Final consumption expenditure of households","Bosnia and Herzegovina","Chain linked volumes (2010), million euro",":"
"1992","Final consumption expenditure of households","Belgium","Chain linked volumes (2010), million euro",":"
"1992","Final consumption expenditure of households","Bulgaria","Chain linked volumes (2010), million euro",":"
"1992","Final consumption expenditure of households","Switzerland","Chain linked volumes (2010), million euro",":"
"1992","Final consumption expenditure of households","Cyprus","Chain linked volumes (2010), million euro",":"
"1992","Final consumption expenditure of households","Czech Republic","Chain linked volumes (2010), million euro",":"
"1992","Final consumption expenditure of households","Germany (until 1990 former territory of the FRG)","Chain linked volumes (2010), million euro","1 191 297.6"
"1992","Final consumption expenditure of households","Denmark","Chain linked volumes (2010), million euro","83 940.9"
"1992","Final consumption expenditure of households","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Chain linked volumes (2010), million euro",":"
